T05_3802	16.3
T05_4170	16.1
T05_11718	16.1
T05_11008	16.1
T05_3039	15.6
T05_1695	15.6
T05_15053	15.6
T05_13286	15.6
T05_6734	15.5
T05_7717	15.3
T05_855	15.0
T05_12236	14.8
T05_9013	14.7
T05_3962	14.6
T05_13060	14.6
T05_9162	14.5
T05_3295	14.5
T05_2451	14.5
T05_9253	14.4
T05_10800	14.4
T05_202	14.3
T05_13104	14.3
T05_11462	14.3
T05_14225	14.2
T05_6982	14.0
T05_5756	14.0
T05_3398	14.0
T05_15653	14.0
T05_1742	13.9
T05_9526	13.8
T05_920	13.8
T05_6502	13.8
T05_4785	13.8
T05_39	13.8
T05_3123	13.8
T05_7370	13.7
T05_2029	13.7
T05_1314	13.7
T05_1258	13.7
T05_12437	13.7
T05_5844	13.6
T05_2731	13.6
T05_16291	13.6
T05_16066	13.6
T05_359	13.4
T05_3007	13.4
T05_14716	13.4
T05_14568	13.4
T05_5451	13.3
T05_14312	13.3
T05_10260	13.3
T05_6545	13.2
T05_16512	13.2
T05_14311	13.2
T05_6427	13.1
T05_1059	13.1
T05_10560	13.1
T05_10312	13.1
T05_9356	13.0
T05_7980	13.0
T05_6986	13.0
T05_2282	13.0
T05_15123	13.0
T05_11588	13.0
T05_9190	12.9
T05_8587	12.9
T05_4231	12.9
T05_2467	12.9
T05_15575	12.9
T05_14877	12.9
T05_1459	12.9
T05_7686	12.8
T05_69	12.8
T05_5230	12.8
T05_4553	12.8
T05_2542	12.8
T05_233	12.8
T05_16359	12.8
T05_14961	12.8
T05_14664	12.8
T05_14080	12.8
T05_14005	12.8
T05_9197	12.7
T05_8401	12.7
T05_8154	12.7
T05_6311	12.7
T05_6032	12.7
T05_5815	12.7
T05_5744	12.7
T05_377	12.7
T05_30	12.7
T05_2055	12.7
T05_15536	12.7
T05_14449	12.7
T05_14229	12.7
T05_13137	12.7
T05_12709	12.7
T05_12062	12.7
T05_11183	12.7
T05_10737	12.7
T05_10650	12.7
T05_9483	12.6
T05_8405	12.6
T05_8136	12.6
T05_6708	12.6
T05_5790	12.6
T05_5151	12.6
T05_4368	12.6
T05_4251	12.6
T05_421	12.6
T05_3770	12.6
T05_3763	12.6
T05_3529	12.6
T05_3424	12.6
T05_3373	12.6
T05_2571	12.6
T05_16392	12.6
T05_16313	12.6
T05_16010	12.6
T05_15215	12.6
T05_14727	12.6
T05_13452	12.6
T05_10541	12.6
T05_10114	12.6
T05_9361	12.5
T05_9090	12.5
T05_8100	12.5
T05_7099	12.5
T05_4791	12.5
T05_3052	12.5
T05_14299	12.5
T05_13953	12.5
T05_13475	12.5
T05_13326	12.5
T05_11587	12.5
T05_10425	12.5
T05_8859	12.4
T05_8339	12.4
T05_7352	12.4
T05_660	12.4
T05_5437	12.4
T05_4784	12.4
T05_4756	12.4
T05_4242	12.4
T05_3011	12.4
T05_3008	12.4
T05_1770	12.4
T05_16060	12.4
T05_15927	12.4
T05_15500	12.4
T05_14690	12.4
T05_14432	12.4
T05_13792	12.4
T05_1276	12.4
T05_11885	12.4
T05_9006	12.3
T05_8929	12.3
T05_8921	12.3
T05_7936	12.3
T05_6495	12.3
T05_5913	12.3
T05_5704	12.3
T05_4896	12.3
T05_4650	12.3
T05_4513	12.3
T05_2527	12.3
T05_14922	12.3
T05_12559	12.3
T05_12142	12.3
T05_10556	12.3
T05_10419	12.3
T05_10172	12.3
T05_9687	12.2
T05_9440	12.2
T05_9348	12.2
T05_8597	12.2
T05_8556	12.2
T05_7756	12.2
T05_727	12.2
T05_6802	12.2
T05_5832	12.2
T05_5731	12.2
T05_5405	12.2
